State,District,Observation Area,Latitude,Longitude,Simple parameters,Appearance,Color,Odour,Regular Monitoring,pH,E C,Oil & Grease,Suspended Solids,Dissolved Oxygen,Chemical Oxygen Demand,Bio-chemical  Oxygen Demand (BOD),Nitrite-Nitrogen as N,Nitrate-Nitrogen as N,Nitrite-Nitrogen and Nitrate- Nitrogen (NO2 +NO3),Free Ammonia,Total Residual Chlorine,Cyanide as CN,Fluoride as F,Sulphides as S,Dissolved Phosphates as P,Sodium Absorption  Ratio (SAR),Total Coliforms,Fecal Coliforms,Special parameters,Total Phosphorous  as P,Total Kjeldal Nitrogen,Total Ammonia (NH4+NH3)-Nitrogen,Phenolic compounds   as C6H5OH,Surfactants,Organo-chlorine Pesticides,PAH,PCB and PCT,Zinc as Zn,Nickel as Ni,Copper as Cu,Hexavalent Chromium as Cr6+,Total Chromium as Cr,Arsenic as As,Lead as Pb,Cadmium as Cd,Mercury as Hg,Manganese as Mn,Iron as Fe,Vanadium as V,Selenium as Se,Boron as B
Uttar Pradesh,Varanasi,"
Ganga river U/s Near floating bridge, Ramnagar fort",N25°16’20.8” ,E083°01’17.8”,,Colourless,5,Agreeable,,7.95,510,<1,20,6.2,28,6,0.03,2.48,2.51,<0.1,<0.1,<0.02,0.5,< 0.1,0.16,1.36,1600,7,,0.24,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.09,<0.01,<0.01,0.07
Uttar Pradesh,Varanasi,"
Pishach
Mochan pond",N25°19’19.9” ,E082°59’47.7”,,Colourless,20,Agreeable,,8.16,715,3,34,5.9,46,11,0.04,2.71,2.75,<0.1,<0.1,<0.02,0.6,< 0.1,0.62,4.03,140,9,,0.84,3.4,2.1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.04,0.28,<0.01,<0.01,0.09
Uttar Pradesh,Varanasi,"
Varuna river, m/s, Near new varuna bridge",N25°20’25.2” ,E082°58’51.1”,,Colourless,5,Agreeable,,8.03,320,1,26,6.1,24,7,0.04,2.03,2.07,<0.1,<0.1,<0.02,0.4,< 0.1,0.24,0.5,500,21,,0.36,2.6,1.4,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.1,<0.01,<0.01,0.06
Uttar Pradesh,Varanasi,"
Varuna river, u/s Near Rameswar mahadev dham bridge",N25°23’15.3” ,E082°51’15.0”,,Colourless,20,Agreeable,,7.92,320,1,32,6,32,9,0.05,1.35,1.4,<0.1,<0.1,<0.02,0.3,< 0.1,0.32,0.73,350,17,,0.48,3.2,1.8,<0.001,<0.1,Not Detected,Not Detected,Not Detected,< 0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.03,0.26,<0.01,<0.01,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,Vatva,"
River Sabarmati at Miroli Pumping station",N 22°52’34.1” ,E 072°30’09.8”,,Light Green,50,Un- Agreeable,,7.13,1950,6,174,<1,168,50,<0.01,4.06,4.06,<0.1,<0.1,<0.02,0.8,7.2,3.01,8.61,13,4,,3.62,48,26,<0.001,0.1,Not Detected,Not Detected,Not Detected,0.12,0.02,0.01,<0.05,0.03,<0.01,0.01,<0.01,<0.001,0.9,1.8,<0.01,<0.01,0.14
Gujarat,Vatva,"
Mega outfall
near Narol",N 22°58’46.4” ,E 072°32’39.3”,,Blackish,110,Un- Agreeable,,7.51,5500,19,212,<1,496,150,0.01,3.61,3.62,<0.1,<0.1,<0.02,0.9,54,1.83,14.96,30,23,,2.64,82,40,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.28,0.05,0.03,<0.05,0.16,<0.01,0.02,<0.01,<0.001,1.8,3.7,<0.01,<0.01,0.42
Gujarat,Vatva,"
Outlet of CETP – GIDC VATVA",N 22°57’15.9” ,E 072°38’21.1”,,Brown,140,Un- Agreeable,,7.45,7100,9,112,3.6,288,85,0.02,6.77,6.79,<0.1,<0.1,<0.02,1,0.8,0.69,21.79,17,13,,1.04,54,29,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.17,0.03,0.03,<0.05,0.14,<0.01,0.02,<0.01,<0.001,1.5,3.2,<0.01,<0.01,0.59
Gujarat,Vatva,"
Kharicut canal downstrea m near Vinzol Bridge",N 22°57’07.1” ,E 072°38’24.2”,,"Light
Brown",20,Un- Agreeable,,7.32,370,1,26,6.8,24,7,0.02,1.13,1.15,<0.1,<0.1,<0.02,0.9,0.4,0.81,1.49,300,23,,1.42,7,3.6,<0.001,0.12,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.01,0.24,<0.01,<0.01,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Vellore,"
Pullianthan qal Eri",N 12°57’48.9’’ ,E079°17’39.2’’,,Greenish,40,Un-Agreeable,,8.25,2700,5,114,2.2,140,38,0.01,1.81,1.82,0.6,<0.1,<0.02,1,2.1,0.45,5.5,11,<2,,0.68,15,8,<0.001,<0.1,Not detected,Not detected,Not detected,0.1,0.01,<0.01,<0.05,0.1,<0.01,<0.01,<0.01,<0.001,0.18,1.24,<0.01,<0.01,0.45
Tamil Nadu,Vellore,"
Pullianqan
Eri",N 12°56’43.3’’ ,E079°18’37.6’’,,Dark Brown,350,Un-Agreeable,,8.17,7700,26,216,<1,1456,410,0.05,5.87,5.92,2.5,<0.1,<0.02,1.2,9.2,0.61,27.11,17,<2,,0.84,68,34,<0.005,<0.1,Not detected,Not detected,Not detected,0.06,0.03,<0.01,<0.05,0.86,<0.01,0.02,<0.01,<0.001,0.3,1.8,<0.01,<0.01,0.92
Tamil Nadu,Vellore,"
Karai Eri",N 12°56’19.5’’ ,E079°18’46.8’’,,Brown,250,Un-Agreeable,,8.3,6600,18,80,<1,548,150,0.04,5.19,5.23,1.6,<0.1,<0.02,0.9,7.4,0.43,21.56,21,<2,,0.62,34,21,0.002,<0.1,Not detected,Not detected,Not detected,0.04,0.02,<0.01,<0.05,0.52,<0.01,0.01,<0.01,<0.001,0.25,1.5,<0.01,<0.01,0.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,VISAKHAPATNAM,"
Ghambirage dda",N 17 ° 52.457’ ,E 83 °21.115’,,"Light
Brown",10,Agreeable,,8.1,630,1,46,5.2,26,7,0.01,1.8,1.81,<0.1,<0.1,<0.02,0.9,<0.1,<0.1,0.61,13,<2,,0.1,2.8,1.4,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,0.02,0.19,<0.01,0.08,0.15
Andhra Pradesh,VISAKHAPATNAM,"
Mudrhara Lava Reservoir",N 17 ° 45.816’ ,E 83 °17.897’,,Colourless,10,Agreeable,,8.2,600,1,14,5.6,10,3,<0.01,0.68,0.68,<0.1,<0.1,<0.02,0.6,<0.1,<0.1,1.55,11,<2,,0.12,<1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.09,<0.01,<0.01,0.08
Andhra Pradesh,VISAKHAPATNAM,"
Mehadrige dda Reservoir",N 17 ° 40.863’ ,E 83°12.004’,,Colourless,10,Agreeable,,8.01,380,1,18,5.5,16,4,<0.01,0.23,0.23,<0.1,<0.1,<0.02,0.6,<0.1,<0.1,1.67,8,<2,,0.1,1,<1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,<0.01,0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.12,<0.01,<0.01,0.15
Andhra Pradesh,VISAKHAPATNAM,"
Kanithi
Reservoir",N 17 ° 44.704’ ,E 83°09.842’,,Colourless,10,Agreeable,,7.95,330,1,24,5.4,20,5,<0.01,0.45,0.45,<0.1,<0.1,<0.02,0.4,<0.1,0.1,0.99,9,<2,,0.16,1.4,1,<0.001,<0.1,Not Detected,Not Detected,Not Detected,0.01,<0.01,<0.01,<0.05,<0.01,<0.01,<0.01,<0.01,<0.001,<0.01,0.15,<0.01,<0.01,0.1
